,Volume1,Open1,High1,Low1,Volume2,Open2,High2,Low2,Volume3,Open3,High3,Low3,NextDayOpening
0,0.11628493005435475,0.38204520089285715,0.3854328399406549,0.3804245529645509,0.09504542406031871,0.38176618303571436,0.37849774005451475,0.38025027013838053,0.04093862329005794,0.37869698660714285,0.37325328640927435,0.37833315905050713,0.38085937499999994
1,0.10487930377566637,0.03944614955357145,0.034192457647586494,0.037645090452786745,0.1340459718264196,0.03759765625,0.034813511368733396,0.03809822580082961,0.16295918594450123,0.043212890625,0.03850533071110651,0.04005019345393701,0.0431431361607143
2,0.37414603796361223,0.30821010044642855,0.30983680088327636,0.299905887273868,0.20106749614421163,0.34877232142857145,0.341683055584308,0.33294991111575867,0.16495619033825637,0.35051618303571425,0.35641582996929233,0.34853079577538437,0.34315708705357134
3,0.11210583013803108,0.7887137276785714,0.7833557602732636,0.7794625117640908,0.1329945532318034,0.8143833705357142,0.8024359107062761,0.7913486005089059,0.06038182851566018,0.7874232700892856,0.7851499154676881,0.7873400955069889,0.7975027901785716
4,0.162689986643011,0.01395089285714285,0.008280716281958367,0.011188957440133873,0.19679791018429724,0.018136160714285754,0.014594762446951681,0.015162605876816893,0.30167349353526385,0.0146484375,0.014042714694821101,0.014674613963540084,0.013846261160714302
5,0.48761301205251517,0.0828683035714286,0.07711417037573748,0.0707588274251455,0.28664045317430287,0.07550920758928575,0.07207673463754616,0.0726759385130189,0.2560609538438132,0.066162109375,0.06479660490632444,0.06636690020565378,0.0784388950892857
6,0.04744445023915356,0.34082031249999994,0.33236724976710486,0.33918923629265574,0.07339241943536576,0.34040178571428564,0.33495497360521687,0.33950294537976233,0.038697133844603854,0.34259905133928564,0.3380602422109513,0.3422217574680191,0.34448242187500006
7,0.3494605550275727,0.0966099330357143,0.0932270641410482,0.0931715988706473,0.1642691076195959,0.08726283482142855,0.0865334851464652,0.08801282721600612,0.08619685896501109,0.08478655133928575,0.07897733153917813,0.08379518282268467,0.08265904017857145
8,0.27632139021641244,0.45009068080357145,0.4509195045371426,0.44386350169054345,0.17708397762563163,0.44252232142857145,0.44432943449608386,0.4432012269510962,0.16692668670602567,0.42253766741071425,0.42614636166028363,0.4175816515040608,0.45057896205357145
9,0.17446234049924778,0.07299804687500006,0.0704895973501708,0.07326850012199798,0.21971878239800638,0.0742536272321429,0.0684884242486975,0.07002683955523026,0.14356016076220873,0.07261439732142855,0.07169720180795641,0.07393077486144517,0.0792759486607143
10,0.35520276480704116,0.41810825892857145,0.4265949004588897,0.41744222524312447,0.22846802544106135,0.39432198660714285,0.3855018459096712,0.38216738122625404,0.0707432777406658,0.39899553571428575,0.39436911292826826,0.39872424971243337,0.40073939732142855
11,0.4544355268669473,0.08761160714285715,0.08439430010695925,0.08564258078008996,0.525085594681653,0.08321707589285715,0.08301418072663286,0.0837254696922165,0.6631979242687622,0.06532505580357145,0.07369837490942965,0.06668060929276026,0.061070033482142905
12,0.06904410663135807,0.16012137276785715,0.15522892730221166,0.1596779253372373,0.0624520455526143,0.16524832589285715,0.15805817203188072,0.1632332949911116,0.06249635846823473,0.16193498883928575,0.15681606458958702,0.16257102025166448,0.16123744419642855
13,0.054573514761615455,0.18736049107142855,0.1814856985129214,0.18662205026316703,0.0652864776845937,0.18899972098214285,0.18227926715660908,0.1883300219596361,0.1183360134785672,0.18722098214285715,0.18224476417210095,0.18724946843738016,0.1775599888392857
14,0.04626394619468652,0.18802315848214285,0.18365938653693548,0.18961971487329643,0.03823839219189154,0.18659319196428575,0.18038160300866024,0.18721461187214616,0.03938899996644975,0.18289620535714285,0.17599972397612396,0.1825786886960159,0.1786411830357143
15,0.13383457198008644,0.24588448660714285,0.24283200496842983,0.24545993237826336,0.11327158535600979,0.24714006696428575,0.23972673636269537,0.24071943950643104,0.0700443693863525,0.25142996651785715,0.2434875616740848,0.24709819094426444,0.25359235491071436
16,0.054971533768335135,0.34702845982142855,0.34161404961529174,0.3479730907316394,0.04028761540375411,0.33279854910714285,0.3338508781009558,0.3336818989856739,0.03442608628927167,0.33224051339285715,0.3268812752303074,0.3304750949841403,0.34106445312499994
17,0.14809263458885488,0.011614118303571452,0.00655556705655036,0.009202133221792308,0.14306095949088646,0.01046316964285715,0.007245626746713585,0.010875248353027278,0.21460944343443036,0.011753627232142905,0.00614153124245248,0.008295862525706688,0.01395089285714285
18,0.0861681585458986,0.29265485491071425,0.2883759445192009,0.2932482833141622,0.15551660920492863,0.28728376116071425,0.28747886692198876,0.28669524905015864,0.3186953002067161,0.29296874999999994,0.284960149052893,0.28460385513611486,0.27078683035714285
19,0.14819893243741963,0.20612444196428564,0.2020149742952766,0.2054445954895604,0.05533048831570728,0.20891462053571436,0.2023945071248664,0.20446861166300667,0.03873706197397099,0.20887974330357134,0.20204947727978473,0.20816340757781726,0.22234235491071425
20,0.10598878757006108,0.27573939732142855,0.27550633129765734,0.2751228693924501,0.14051598968777998,0.28766741071428564,0.2793016595935549,0.2794102269162396,0.18849970219993364,0.27884347098214285,0.27602387606527967,0.27547143504479066,0.28051757812500006
21,0.13466788067667881,0.32575334821428575,0.3217403305385915,0.3181010143260483,0.10512246010425827,0.33523995535714285,0.3259841976330953,0.3319390707239708,0.0949185974397499,0.33918108258928575,0.3335748542248904,0.3327756282895883,0.33604213169642855
22,0.017702710827664947,0.29680524553571425,0.2892385191319049,0.29690822266373873,0.09431695161687334,0.29073660714285715,0.2875133699064969,0.2913311722262889,0.09091841008979179,0.28173828125000006,0.2830279819204361,0.2834187319181568,0.28002929687499994
23,0.014846022583642302,0.0662667410714286,0.0597936721526412,0.06441493255254627,0.141217289743686,0.0602329799107143,0.059276127385018806,0.06180069015999162,0.14195021340954003,0.06068638392857145,0.055377290135596724,0.059186447767437034,0.06026785714285715
24,0.062106776853244866,0.34511021205357134,0.3377497153503778,0.3418034786852103,0.12230338136778093,0.34441266741071425,0.338439775040541,0.3383875352922724,0.2546766901108787,0.35456194196428564,0.3492047062070869,0.33152079194116213,0.35403878348214285
25,0.348706238919695,0.06651088169642855,0.06193285719214714,0.062184112377566325,0.36499279665985584,0.07034737723214285,0.06855743021771388,0.06713374464080313,0.411028733969371,0.07962472098214285,0.0753545181658214,0.06410122346543973,0.0831821986607143
26,0.1370861567315272,0.41796874999999994,0.4174171065797192,0.41360800306737777,0.35520276480704116,0.41810825892857145,0.4265949004588897,0.41744222524312447,0.22846802544106135,0.39432198660714285,0.3855018459096712,0.38216738122625404,0.39899553571428575
27,0.09492291578984782,0.24462890624999994,0.24265949004588894,0.24559935863919968,0.09183170791742917,0.24291992187500006,0.23769106027671394,0.2432988253337517,0.05594004004107084,0.24564034598214285,0.2383121139978609,0.24078915263689915,0.24089704241071425
28,0.15551660920492863,0.28728376116071425,0.28747886692198876,0.28669524905015864,0.3186953002067161,0.29296874999999994,0.284960149052893,0.28460385513611486,0.18805451352291333,0.27078683035714285,0.2650864299761929,0.2642476210394228,0.27856445312500006
29,0.10302806030675568,0.44817243303571425,0.4414656867819067,0.4386001603402001,0.133759764869159,0.44569614955357134,0.4491598523272263,0.44494405521279934,0.16906719319534325,0.46090262276785715,0.4529551806231239,0.44546690369131026,0.47345842633928564
30,0.05315051875011004,0.43265206473214285,0.4235241348376635,0.42887517863989677,0.08360877209708051,0.42550223214285715,0.42197150053479626,0.4253895221164906,0.05218407199819028,0.41291155133928564,0.40647966049063244,0.41078462128341875,0.40607561383928575
31,0.1810401178045907,0.32617187500000006,0.31977366042162647,0.31653246889051556,0.14295094121762195,0.33806501116071436,0.34237311527447123,0.3391195231621875,0.14396256455518172,0.34845842633928564,0.3477900838422524,0.3463696887308725,0.33576311383928575
32,0.1181038855517639,0.03145926339285715,0.027153848807921932,0.030882916797378757,0.20532751529775525,0.03348214285714285,0.03012110547562369,0.03259088849384778,0.1656745644860881,0.03292410714285715,0.03036262636718079,0.03408972079891248,0.033761160714285754
33,0.1219880753744757,0.07254464285714285,0.06928199289238518,0.0719439506431036,0.18225350774595747,0.07596261160714285,0.07014456750508918,0.07340792638293425,0.17446234049924778,0.07299804687500006,0.0704895973501708,0.07326850012199798,0.0742536272321429
34,0.30385034060155947,0.07355608258928575,0.06700479591484665,0.057025340722925144,0.3172770875983961,0.0693359375,0.06779836455853427,0.06476349820488686,0.08482289283615616,0.0708356584821429,0.06917848393886072,0.07051483146850712,0.07003348214285715
35,0.37604332168818255,0.5489327566964286,0.5560846013180141,0.533793439994423,0.4231741268379148,0.5223563058035714,0.5462857537176966,0.514657185680923,0.4627405777753123,0.5493512834821428,0.5725425249284064,0.519118826030883,0.5299595424107142
36,0.1218749346019096,0.814453125,0.8042300659007003,0.7998884589912509,0.15142181676974792,0.7858189174107144,0.7865645378325224,0.7813447662867301,0.2134882668766935,0.7474190848214286,0.7653452023600041,0.7415734253546657,0.805419921875
37,0.07433946682992246,0.33583286830357134,0.32957250802194393,0.3256997455470738,0.039797449449559846,0.32819475446428564,0.3261912155401443,0.3288019798529054,0.09052065682769353,0.33213588169642855,0.32988303488251736,0.3296036808532887,0.32432338169642855
38,0.16005918132718844,0.05555943080357145,0.05513576924403962,0.05462023772177488,0.21422384798876168,0.0569893973214286,0.05116792602560122,0.0547945205479452,0.15302093502909406,0.0541294642857143,0.05106441707207676,0.05399281954756174,0.0509556361607143
39,0.131284154412241,0.29816545758928575,0.3017285995238589,0.29934818223012305,0.08386840459219994,0.28013392857142855,0.280854293896422,0.2789570915681969,0.08898073318276686,0.29251534598214285,0.28558120277404,0.2877409460071805,0.29530552455357134
40,0.08647615656211499,0.32432338169642855,0.32729531104440535,0.3244100526334135,0.13466788067667881,0.32575334821428575,0.3217403305385915,0.3181010143260483,0.10512246010425827,0.33523995535714285,0.3259841976330953,0.3319390707239708,0.33918108258928575
